ticker,representative,transaction_type,transaction_date,price_change
GOOG,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-187.69
JNJ,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,503.92
HD,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-1808.38
NEE,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-751.57
COST,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-537.31
ETN,Josh Gottheimer,Sale,2024-11-25,-2156.74
ASML,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,463.86
BRK.B,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,931.65
NSRGY,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,2133.82
AMD,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-2458.02
HURA,Laurel Lee,Purchase,2024-11-25,-89.29
UPS,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-1631.53
GSK,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,1490.48
JPM,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,-346.0
DUK,Marjorie Taylor Mrs Greene,Purchase,2024-11-25,356.52
COP,Josh Gottheimer,Sale,2024-11-22,-879.64
JNJ,Josh Gottheimer,Purchase,2024-11-22,545.21
ABBV,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,2518.48
AAXJ,John Boozman,Purchase,2024-11-20,197.85
TSLA,Josh Gottheimer,Purchase,2024-11-20,-2728.42
QCOM,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,165.29
AMAT,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,-1077.48
AMZN,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,-328.77
VWO,John Boozman,Sale (Partial),2024-11-20,92.19
SCCO,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,-180.29
NTRA,Josh Gottheimer,Purchase,2024-11-20,-996.55
SWKS,John Boozman,Sale (Full),2024-11-20,-1939.35
BBEU,John Boozman,Sale (Partial),2024-11-20,1149.85
ADBE,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,-2247.05
NSRGY,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,1920.11
OXY,Marjorie Taylor Mrs Greene,Purchase,2024-11-20,-583.38
HTGC,Virginia Foxx,Purchase,2024-11-20,223.17
REGN,Josh Gottheimer,Sale,2024-11-19,-1156.59
MSFT,Josh Gottheimer,Purchase,2024-11-19,-635.01
LLY,Josh Gottheimer,Sale,2024-11-19,1477.81
FOXF,Josh Gottheimer,Sale,2024-11-19,-2146.89
MSFT,Josh Gottheimer,Sale,2024-11-19,-635.01
MSFT,Josh Gottheimer,Sale,2024-11-19,-635.01
KKR,Josh Gottheimer,Purchase,2024-11-19,-2374.66
MSFT,Josh Gottheimer,Purchase,2024-11-19,-635.01
MSFT,Josh Gottheimer,Purchase,2024-11-19,-635.01
MSFT,Josh Gottheimer,Sale,2024-11-19,-635.01
ET,Virginia Foxx,Purchase,2024-11-19,356.35
MET,Sheldon Whitehouse,Sale (Full),2024-11-19,-32.68
STT,Jake Auchincloss,Sale,2024-11-18,-579.48
BAX,Debbie Wasserman Schultz,Purchase,2024-11-18,51.48
NGD,Debbie Wasserman Schultz,Sale,2024-11-18,2059.93
KVUE,Sheldon Whitehouse,Sale (Full),2024-11-18,-172.85
PG,Lloyd Doggett,Purchase,2024-11-15,-168.1
NWN,Earl Blumenauer,Purchase,2024-11-15,29.16
MELI,Josh Gottheimer,Purchase,2024-11-15,1145.05
WAL,Lance Gooden,Sale,2024-11-15,-1431.73
TSLA,Josh Gottheimer,Purchase,2024-11-14,-2007.52
LLY,Josh Gottheimer,Sale,2024-11-14,652.99
CRM,Josh Gottheimer,Purchase,2024-11-14,-1538.67
ARLP,Virginia Foxx,Purchase,2024-11-14,-299.33
MSFT,Josh Gottheimer,Sale,2024-11-14,-834.64
SNRE,Thomas H. Kean Jr.,Exchange,2024-11-13,577.43
NVDA,Morgan Mcgarvey,Sale,2024-11-13,-1953.24
LBTYK,Thomas H. Kean Jr.,Exchange,2024-11-13,-49.14
NVDA,Morgan Mcgarvey,Sale,2024-11-13,-1953.24
IBKR,Morgan Mcgarvey,Sale,2024-11-13,-296.11
NVDA,Morgan Mcgarvey,Sale,2024-11-13,-1953.24
NVDA,Morgan Mcgarvey,Sale,2024-11-13,-1953.24
SCHW,Morgan Mcgarvey,Sale,2024-11-13,17.89
SHEL,Morgan Mcgarvey,Sale,2024-11-13,844.53
NVDA,Morgan Mcgarvey,Sale,2024-11-13,-1953.24
AMZN,Morgan Mcgarvey,Sale,2024-11-13,-835.59
LBTYK,Thomas H. Kean Jr.,Exchange,2024-11-13,-49.14
MSFT,Morgan Mcgarvey,Sale,2024-11-13,-798.21
CRM,Josh Gottheimer,Purchase,2024-11-13,-1788.01
TSLA,Morgan Mcgarvey,Sale,2024-11-13,-2468.81
REGN,Jonathan Jackson,Sale,2024-11-13,-1813.31
SHOP,Josh Gottheimer,Purchase,2024-11-13,-945.35
SPY,John Boozman,Purchase,2024-11-13,-556.1
CHD,Jonathan Jackson,Purchase,2024-11-13,-10.26
NVDA,Josh Gottheimer,Sale,2024-11-12,-2062.85
MSFT,Josh Gottheimer,Sale,2024-11-12,-751.01
CRM,Josh Gottheimer,Purchase,2024-11-12,-1774.29
PCLPX,Markwayne Mullin,Sale (Partial),2024-11-12,
TSLA,Josh Gottheimer,Purchase,2024-11-12,-2428.69
TCMD,Tina Smith,Purchase,2024-11-12,-1561.9
TSLA,Josh Gottheimer,Purchase,2024-11-11,-2894.0
APP,Josh Gottheimer,Purchase,2024-11-11,963.59
ELV,Jared Moskowitz,Purchase,2024-11-08,108.13
AMP,Greg Landsman,Purchase,2024-11-08,-1075.2
LIN,Jared Moskowitz,Purchase,2024-11-08,-25.03
PEP,Jared Moskowitz,Purchase,2024-11-08,-1190.72
LIN,Jared Moskowitz,Purchase,2024-11-08,-25.03
LMT,Jared Moskowitz,Purchase,2024-11-08,-2211.63
CVX,Jared Moskowitz,Sale,2024-11-08,498.31
ACN,Jared Moskowitz,Purchase,2024-11-08,-1412.26
SBCF,Jared Moskowitz,Sale,2024-11-08,-1164.06
GOOG,Jared Moskowitz,Purchase,2024-11-08,-756.7
TSCO,Jared Moskowitz,Purchase,2024-11-08,-910.04
UNP,Mike Kelly,Sale,2024-11-08,-315.13
TMUS,Jared Moskowitz,Purchase,2024-11-08,872.47
XLE,Jared Moskowitz,Purchase,2024-11-08,-131.2
ORCL,Jared Moskowitz,Purchase,2024-11-08,-1956.14
ADI,Jared Moskowitz,Purchase,2024-11-08,-947.74
SHW,Jared Moskowitz,Purchase,2024-11-08,-1351.54
AVGO,Jared Moskowitz,Purchase,2024-11-08,436.72
ATO,Jared Moskowitz,Purchase,2024-11-08,307.93
SBCF,Jared Moskowitz,Sale,2024-11-08,-1164.06
AMZN,Jared Moskowitz,Purchase,2024-11-08,-574.98
XOM,Jared Moskowitz,Sale,2024-11-08,-463.22
MRK,Jared Moskowitz,Purchase,2024-11-08,-953.17
TSLA,Michael Patrick Guest,Purchase,2024-11-08,-2257.33
AMZN,Jared Moskowitz,Purchase,2024-11-08,-574.98
BRK.B,Jared Moskowitz,Purchase,2024-11-08,1262.38
AMZN,Michael Patrick Guest,Purchase,2024-11-08,-574.98
PEP,Jared Moskowitz,Purchase,2024-11-08,-1190.72
MNDY,Michael Patrick Guest,Purchase,2024-11-08,-1814.93
AMZN,Jared Moskowitz,Purchase,2024-11-08,-574.98
LLY,Greg Landsman,Sale,2024-11-08,72.52
HD,Jared Moskowitz,Purchase,2024-11-08,-1348.85
CMI,Jared Moskowitz,Purchase,2024-11-08,-963.92
DJT,Morgan Mcgarvey,Sale,2024-11-08,-3654.03
CMI,Jared Moskowitz,Purchase,2024-11-08,-963.92
QCOM,Jared Moskowitz,Purchase,2024-11-08,-824.41
MCD,Jared Moskowitz,Purchase,2024-11-08,216.41
SHW,Jared Moskowitz,Purchase,2024-11-08,-1351.54
JPM,Jared Moskowitz,Purchase,2024-11-08,196.22
JNJ,Jared Moskowitz,Purchase,2024-11-08,524.86
WST,Jared Moskowitz,Sale,2024-11-08,-2944.15
AVGO,Jared Moskowitz,Purchase,2024-11-08,436.72
INTC,Mike Kelly,Sale,2024-11-08,-740.46
TXN,Jared Moskowitz,Purchase,2024-11-08,-1874.35
GEV,Laurel Lee,Sale,2024-11-08,-214.26
META,Jared Moskowitz,Purchase,2024-11-08,117.25
TSCO,Jared Moskowitz,Purchase,2024-11-08,-910.04
NVDA,Jared Moskowitz,Purchase,2024-11-08,-2027.37
URI,Greg Landsman,Purchase,2024-11-08,-2821.11
AOS,Jared Moskowitz,Sale,2024-11-08,-1116.75
TSCO,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-932.97
FDX,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-1867.17
GS,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-292.53
TSLA,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-1623.39
PANW,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-577.78
HQY,Josh Gottheimer,Sale,2024-11-07,-1267.49
NEE,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-501.21
SO,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,279.54
DELL,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-2923.04
BRK.B,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,1342.66
HSY,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-328.03
NOW,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-1847.08
BX,Marjorie Taylor Mrs Greene,Purchase,2024-11-07,-1588.77
DJT,Morgan Mcgarvey,Purchase,2024-11-06,-4367.96
FTV,Thomas H. Kean Jr.,Purchase,2024-11-04,510.12
PDRDF,Thomas H. Kean Jr.,Sale,2024-11-04,-1472.28
REGN,Jonathan Jackson,Sale,2024-11-01,-2194.4
AMD,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,-2496.83
GLW,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,35.15
T$A,Virginia Foxx,Purchase,2024-11-01,
DHI,Josh Gottheimer,Purchase,2024-11-01,-2314.48
META,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,512.91
GLA,Max Miller,Purchase,2024-11-01,
DLR,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,-1455.68
HSY,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,-673.88
TSLA,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,-10.84
BRK.B,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,1543.11
INTC,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,456.9
AAPL,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,-208.16
DUK,Marjorie Taylor Mrs Greene,Purchase,2024-11-01,569.76
NVDA,Pete Sessions,Purchase,2024-11-01,-1307.24
ITT,Josh Gottheimer,Sale,2024-10-31,-361.83
LW,Gary Peters,Sale (Full),2024-10-31,-3167.72
AMZN,William R. Keating,Purchase,2024-10-31,526.29
QCOM,William R. Keating,Purchase,2024-10-31,-365.55
AMTM,William R. Keating,Sale,2024-10-31,-3839.95
GTES,Josh Gottheimer,Purchase,2024-10-31,5.17
GOOGL,William R. Keating,Purchase,2024-10-31,-416.11
ICUI,Josh Gottheimer,Sale,2024-10-31,-1385.81
APPF,Josh Gottheimer,Sale,2024-10-31,360.8
SF,Josh Gottheimer,Sale,2024-10-31,-516.31
TCBI,Josh Gottheimer,Purchase,2024-10-31,-139.05
MSFT,William R. Keating,Purchase,2024-10-31,-371.35
LEG,Gary Peters,Sale (Full),2024-10-31,-3150.0
AR,Maria Elvira Salazar,Purchase,2024-10-31,5753.48
LLY,Sheldon Whitehouse,Purchase,2024-10-30,-109.35
TRV,Tommy Tuberville,Sale (Full),2024-10-29,322.92
ADBE,Tommy Tuberville,Sale (Full),2024-10-29,-2021.67
MA,Sheldon Whitehouse,Sale (Partial),2024-10-29,580.9
HIYS,Markwayne Mullin,Purchase,2024-10-29,-93.67
MA,Sheldon Whitehouse,Sale (Partial),2024-10-29,580.9
SBUX,Sheldon Whitehouse,Sale (Partial),2024-10-29,-32.86
KMB,Tommy Tuberville,Sale (Full),2024-10-29,309.27
OC,Tommy Tuberville,Sale (Full),2024-10-29,-2018.13
CTVA,Tommy Tuberville,Sale (Full),2024-10-29,152.99
MCD,Kevin Hern,Purchase,2024-10-29,353.9
VZ,Sheldon Whitehouse,Sale (Partial),2024-10-29,643.6
VZ,Sheldon Whitehouse,Sale (Partial),2024-10-29,643.6
SBUX,Sheldon Whitehouse,Sale (Partial),2024-10-29,-32.86
MSFT,Tommy Tuberville,Sale (Full),2024-10-29,-942.01
TTNDY,Josh Gottheimer,Purchase,2024-10-29,-1559.65
JNJ,Tommy Tuberville,Sale (Full),2024-10-29,221.13
HON,Tommy Tuberville,Sale (Full),2024-10-29,200.99
MCD,Tommy Tuberville,Sale (Full),2024-10-29,353.9
DIS,Sheldon Whitehouse,Sale (Full),2024-10-29,346.41
HON,Sheldon Whitehouse,Sale (Partial),2024-10-29,200.99
AAPL,Tommy Tuberville,Sale (Full),2024-10-29,-659.05
TTNDY,Josh Gottheimer,Purchase,2024-10-28,-1753.65
DSCSY,Josh Gottheimer,Purchase,2024-10-28,-1387.82
ASML,Jonathan Jackson,Sale,2024-10-28,106.82
TSLA,Sheldon Whitehouse,Sale (Full),2024-10-28,-525.69
CRM,Jonathan Jackson,Purchase,2024-10-28,-447.63
TSLA,Sheldon Whitehouse,Sale (Full),2024-10-28,-525.69
CWEN,Maria Elvira Salazar,Sale,2024-10-25,1504.42
ALG,Josh Gottheimer,Sale,2024-10-25,685.76
DSCSY,Josh Gottheimer,Purchase,2024-10-25,-955.47
EPAC,Josh Gottheimer,Purchase,2024-10-25,-562.88
OXY,Maria Elvira Salazar,Purchase,2024-10-25,-705.7
TSLA,Morgan Mcgarvey,Purchase,2024-10-25,-760.8
GLW,Thomas R. Suozzi,Sale,2024-10-24,367.44
NVDA,Thomas R. Suozzi,Purchase,2024-10-24,-1617.41
NGL,Mark Dr Green,Sale,2024-10-24,1095.24
CVS,Thomas R. Suozzi,Sale,2024-10-24,1947.61
WY.Z,Thomas R. Suozzi,Sale,2024-10-24,
BX,Josh Gottheimer,Purchase,2024-10-24,-1259.58
BA,Thomas R. Suozzi,Sale,2024-10-24,1476.16
PYPL,Josh Gottheimer,Purchase,2024-10-24,-1376.09
TSM,Josh Gottheimer,Sale,2024-10-24,-1071.09
NVDA,Thomas R. Suozzi,Sale,2024-10-24,-1617.41
PTEN,Debbie Wasserman Schultz,Purchase,2024-10-23,743.59
HTGC,Virginia Foxx,Purchase,2024-10-23,-312.19
REGN,Josh Gottheimer,Sale,2024-10-23,-3005.24
VSAT,Debbie Wasserman Schultz,Purchase,2024-10-23,-495.63
LRCX,Josh Gottheimer,Sale,2024-10-22,389.04
PFE,Laurel Lee,Purchase,2024-10-21,-916.0
NSRGY,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,391.37
INTC,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,621.72
HD,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,-1359.5
TSLA,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,1364.4
V,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,1701.59
BRK.B,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,1244.18
MSFT,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,-657.15
CAT,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,-1400.84
ASML,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,29.69
BX,Marjorie Taylor Mrs Greene,Purchase,2024-10-21,-1316.39
FMAO,Robert E. Latta,Purchase,2024-10-20,-1146.4
HURA,Laurel Lee,Exchange,2024-10-18,-4714.29
NFLX,Josh Gottheimer,Sale,2024-10-18,2571.05
CHRD,Josh Gottheimer,Purchase,2024-10-17,-1598.25
KKR,Josh Gottheimer,Sale,2024-10-17,-1548.17
ALGM,Josh Gottheimer,Purchase,2024-10-17,2885.55
XNGSY,Josh Gottheimer,Purchase,2024-10-17,1267.1
TDG,Josh Gottheimer,Sale,2024-10-17,-398.3
PPBI,Josh Gottheimer,Purchase,2024-10-17,-2100.84
MDB,Josh Gottheimer,Sale,2024-10-17,-2917.94
META,Josh Gottheimer,Sale,2024-10-17,334.88
LRCX,Josh Gottheimer,Sale,2024-10-17,369.16
BRK.B,Josh Gottheimer,Purchase,2024-10-17,1203.39
NVDA,Josh Gottheimer,Sale,2024-10-17,-1404.37
IVZ,Gary Peters,Sale (Full),2024-10-17,-1619.26
GOOG,Josh Gottheimer,Purchase,2024-10-17,105.77
VRT,Josh Gottheimer,Purchase,2024-10-17,-2244.49
BKNG,Josh Gottheimer,Sale,2024-10-17,563.95
USPH,Josh Gottheimer,Purchase,2024-10-17,-1380.7
NGL,Mark Dr Green,Sale,2024-10-16,787.04
BABA,Josh Gottheimer,Purchase,2024-10-16,3226.97
LLY,Josh Gottheimer,Sale,2024-10-16,-860.41
REGN,Greg Landsman,Sale,2024-10-15,-3522.28
AMZN,Greg Landsman,Sale,2024-10-15,453.94
NEE,Greg Landsman,Sale,2024-10-15,-1438.58
AMZN,Greg Landsman,Sale,2024-10-15,453.94
PFE,Greg Landsman,Sale,2024-10-15,-1073.37
MFC,Josh Gottheimer,Purchase,2024-10-15,39.58
MATURE,Rudy Yakym Iii,Purchase,2024-10-15,
CRWD,Greg Landsman,Sale,2024-10-15,1982.4
XOM,Greg Landsman,Sale,2024-10-15,-402.99
FANG,Greg Landsman,Sale,2024-10-15,-1183.18
MATURE,Rudy Yakym Iii,Purchase,2024-10-15,
LNG,Greg Landsman,Sale,2024-10-15,2341.8
PSX,Greg Landsman,Sale,2024-10-15,-449.77
LIN,Greg Landsman,Sale,2024-10-15,-465.56
NEE,Greg Landsman,Sale,2024-10-15,-1438.58
TSLA,Josh Gottheimer,Sale,2024-10-14,1348.33
TSLA,Sheldon Whitehouse,Sale (Partial),2024-10-11,1419.19
IBM,Josh Gottheimer,Purchase,2024-10-10,465.63
SAIC,Gerald E. Connolly,Sale,2024-10-10,-2580.92
LDOS,Gerald E. Connolly,Sale,2024-10-10,-1866.91
IWM,John Boozman,Sale (Partial),2024-10-09,-654.41
CELH,Sheldon Whitehouse,Sale (Full),2024-10-08,1457.9
KO,Sheldon Whitehouse,Purchase,2024-10-08,-73.72
CSL,Shelley Moore Capito,Purchase,2024-10-08,-2696.65
NOW,Josh Gottheimer,Purchase,2024-10-08,-1022.23
AAPL,Laurel Lee,Purchase,2024-10-07,-154.27
AAPL,Thomas R. Suozzi,Sale,2024-10-07,-154.27
IVV,John Boozman,Sale (Partial),2024-10-06,-69.23
ASML,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,-1401.92
JPM,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,1439.73
MFC,Josh Gottheimer,Sale,2024-10-04,66.14
NOW,Josh Gottheimer,Purchase,2024-10-04,-979.97
COST,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,296.11
V,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,2077.14
FDX,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,-1169.68
AMAT,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,-2468.19
LRCX,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,-699.04
TEL,Josh Gottheimer,Purchase,2024-10-04,49.5
DELL,Marjorie Taylor Mrs Greene,Purchase,2024-10-04,-1897.53
TSM,Josh Gottheimer,Sale,2024-10-04,-244.54
MSFT,Josh Gottheimer,Sale,2024-10-03,-606.9
AVGO,Josh Gottheimer,Sale,2024-10-03,1150.15
TEL,Josh Gottheimer,Purchase,2024-10-03,102.99
HD,Josh Gottheimer,Purchase,2024-10-03,-1468.24
MSFT,Josh Gottheimer,Sale,2024-10-02,-620.19
AAPL,Josh Gottheimer,Purchase,2024-10-02,-375.25
NVDA,Thomas R. Suozzi,Sale,2024-10-02,-96.76
NU,Byron Donalds,Purchase,2024-10-01,-1370.07
SNPS,Byron Donalds,Sale,2024-10-01,-947.61
APPF,Byron Donalds,Sale,2024-10-01,-724.81
APPF,Byron Donalds,Sale,2024-10-01,-724.81
KO,Lloyd Doggett,Purchase,2024-10-01,-423.93
MCK,Byron Donalds,Purchase,2024-10-01,3263.72
NU,Byron Donalds,Purchase,2024-10-01,-1370.07
SNPS,Byron Donalds,Sale,2024-10-01,-947.61
MCK,Byron Donalds,Purchase,2024-10-01,3263.72
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
AMTM,Thomas H. Kean Jr.,Exchange,2024-09-30,-4319.38
AMTM,Thomas H. Kean Jr.,Exchange,2024-09-30,-4319.38
EFC,Virginia Foxx,Purchase,2024-09-30,263.77
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
AMTM,Thomas H. Kean Jr.,Exchange,2024-09-30,-4319.38
AMTM,Thomas H. Kean Jr.,Exchange,2024-09-30,-4319.38
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
NGL,Mark Dr Green,Sale,2024-09-30,355.56
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
J,Thomas H. Kean Jr.,Exchange,2024-09-30,-737.2
"GLAS FUNDS, LP",Max Miller,Sale,2024-09-29,
APH,Josh Gottheimer,Sale,2024-09-27,243.0
TT,Josh Gottheimer,Sale,2024-09-27,-958.72
MATURE,Rudy Yakym Iii,Purchase,2024-09-26,
PYPL,Josh Gottheimer,Purchase,2024-09-26,-1235.01
FI,John Boozman,Sale (Partial),2024-09-26,2293.69
CNS,Josh Gottheimer,Sale,2024-09-25,-1743.91
ICFI,Josh Gottheimer,Sale,2024-09-25,-4977.29
ALG,Josh Gottheimer,Sale,2024-09-25,303.1
ITW,C. Scott Franklin,Purchase,2024-09-25,-260.4
ITW,C. Scott Franklin,Purchase,2024-09-25,-260.4
BOOT,Josh Gottheimer,Sale,2024-09-25,-3655.8
META,Josh Gottheimer,Sale,2024-09-25,491.63
NSC,Shelley Moore Capito,Sale (Full),2024-09-25,-474.72
CRNX,Josh Gottheimer,Purchase,2024-09-25,-3177.4
FCX,Josh Gottheimer,Sale,2024-09-24,-1738.51
GD,Jonathan Jackson,Purchase,2024-09-24,-1354.25
SNPS,Josh Gottheimer,Sale,2024-09-24,-1148.91
ADP,C. Scott Franklin,Purchase,2024-09-24,675.25
HDB,Josh Gottheimer,Purchase,2024-09-24,-236.08
ADP,C. Scott Franklin,Purchase,2024-09-24,675.25
MRK,Jonathan Jackson,Sale,2024-09-24,-1900.66
LRCX,Josh Gottheimer,Sale,2024-09-23,-327.52
NOW,Josh Gottheimer,Purchase,2024-09-23,-1056.67
HDB,Josh Gottheimer,Purchase,2024-09-23,-228.68
ASML,Josh Gottheimer,Sale,2024-09-23,-1086.25
IBM,Josh Gottheimer,Purchase,2024-09-23,1059.86
IBN,Josh Gottheimer,Sale,2024-09-23,-25.51
TSM,Josh Gottheimer,Sale,2024-09-23,112.73
AAPL,Shelley Moore Capito,Sale (Partial),2024-09-20,-435.14
INTC,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,1108.06
UPS,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,-1049.77
NKE,Shelley Moore Capito,Sale (Partial),2024-09-20,-2147.48
CRWD,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,2080.71
LRCX,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,-191.29
SPG,Victoria Spartz,Sale,2024-09-20,-267.19
BX,Josh Gottheimer,Purchase,2024-09-20,-621.68
SCCO,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,-176.64
ACN,Shelley Moore Capito,Sale (Partial),2024-09-20,-919.04
CAH,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,1792.74
GOOG,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,97.79
HDB,Josh Gottheimer,Purchase,2024-09-20,-184.09
IBN,Josh Gottheimer,Sale,2024-09-20,-31.87
BX,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,-621.68
BRK.B,Marjorie Taylor Mrs Greene,Purchase,2024-09-20,1462.74
GWW,Shelley Moore Capito,Sale (Partial),2024-09-20,-572.84
MSFT,Shelley Moore Capito,Sale (Partial),2024-09-20,-1011.1
VTR,Earl Blumenauer,Sale,2024-09-19,747.59
ARMK,Jonathan Jackson,Purchase,2024-09-19,-1153.95
AES,Jonathan Jackson,Sale,2024-09-19,-3095.24
MA,Josh Gottheimer,Purchase,2024-09-18,827.27
IBM,Josh Gottheimer,Purchase,2024-09-17,1388.88
NGL,Mark Dr Green,Sale,2024-09-17,-21.41
AMGN,Sheldon Whitehouse,Sale (Partial),2024-09-17,-503.61
CHRD,Josh Gottheimer,Sale,2024-09-16,-1837.66
VRT,Josh Gottheimer,Sale,2024-09-16,188.53
ALGM,Josh Gottheimer,Sale,2024-09-16,1715.17
PPBI,Josh Gottheimer,Sale,2024-09-16,-1157.46
ETN,Josh Gottheimer,Sale,2024-09-16,-362.42
XNGSY,Josh Gottheimer,Sale,2024-09-16,3364.65
CELH,Josh Gottheimer,Sale,2024-09-16,-75.35
USPH,Josh Gottheimer,Sale,2024-09-16,-1331.43
GOOG,Josh Gottheimer,Sale,2024-09-16,456.63
NVDA,Pete Sessions,Purchase,2024-09-16,78.78
IBM,Josh Gottheimer,Purchase,2024-09-13,1353.88
CMG,John Hickenlooper,Sale (Partial),2024-09-12,-1387.76
AAPL,Josh Gottheimer,Purchase,2024-09-12,-202.0
HD,Lloyd Doggett,Purchase,2024-09-12,-621.75
SCHW,Richard W. Allen,Sale,2024-09-12,2696.79
AVGO,Josh Gottheimer,Sale,2024-09-12,1646.82
MSFT,Josh Gottheimer,Sale,2024-09-12,-837.0
ETN,Josh Gottheimer,Sale,2024-09-12,-261.72
MCK,Josh Gottheimer,Sale,2024-09-12,2934.44
PPG,Lloyd Doggett,Purchase,2024-09-12,-1176.19
NXPI,William R. Keating,Sale,2024-09-11,-1309.39
AVGO,Josh Gottheimer,Sale,2024-09-11,2109.69
CAT,William R. Keating,Sale,2024-09-11,23.28
NKE,Thomas H. Kean Jr.,Sale,2024-09-11,-1334.18
TMO,Josh Gottheimer,Purchase,2024-09-10,-1706.0
MCD,Josh Gottheimer,Purchase,2024-09-10,486.49
SIRI,Thomas H. Kean Jr.,Exchange,2024-09-10,-1428.05
NEE,Greg Landsman,Purchase,2024-09-10,-1387.61
MO,Pete Sessions,Sale,2024-09-10,650.89
NVDA,Pete Sessions,Purchase,2024-09-10,888.07
GLA,Max Miller,Purchase,2024-09-10,
MATURE,Rudy Yakym Iii,Purchase,2024-09-10,
FANG,Greg Landsman,Sale,2024-09-10,-757.48
JNJ,Lloyd Doggett,Purchase,2024-09-10,-224.04
JPM,Laurel Lee,Purchase,2024-09-10,1754.72
LSXMA,Thomas H. Kean Jr.,Exchange,2024-09-10,
LSXMK,Thomas H. Kean Jr.,Exchange,2024-09-10,
IBM,Lloyd Doggett,Purchase,2024-09-10,1877.56
SSMXY,Josh Gottheimer,Purchase,2024-09-09,102.67
LSXMK,John Hickenlooper,Exchange,2024-09-09,0.0
HALO,Josh Gottheimer,Sale,2024-09-09,999.32
RHP,Josh Gottheimer,Sale,2024-09-09,-503.57
IRT,Josh Gottheimer,Purchase,2024-09-09,480.28
AVGO,Josh Gottheimer,Sale,2024-09-09,3610.28
MDY,John Boozman,Sale (Partial),2024-09-09,-45.71
