ticker,representative,transaction_type,transaction_date,price_change
SWKS,Tommy Tuberville,Sale (Full),2024-05-08,-2787.43
COKE,Carol Devine Miller,Sale,2024-05-08,3766.05
YUM,Carol Devine Miller,Sale,2024-05-08,1444.95
XBI,Tommy Tuberville,Purchase,2024-05-08,-223.32
IWB,Markwayne Mullin,Sale (Partial),2024-05-08,899.98
GOLD,Tommy Tuberville,Purchase,2024-05-08,1285.89
YUM,Carol Devine Miller,Sale,2024-05-08,1444.95
XBI,Tommy Tuberville,Purchase,2024-05-08,-223.32
INTC,Tommy Tuberville,Purchase,2024-05-08,-1913.33
BRP,C. Scott Franklin,Sale,2024-05-08,397.96
COKE,Carol Devine Miller,Sale,2024-05-08,3766.05
T,Carol Devine Miller,Sale,2024-05-08,5791.93
CMCSA,Carol Devine Miller,Sale,2024-05-08,-588.99
DEO,Sheldon Whitehouse,Sale (Full),2024-05-08,-2403.66
T,Carol Devine Miller,Sale,2024-05-08,5791.93
GILD,Tommy Tuberville,Sale (Full),2024-05-08,6494.15
MCK,Carol Devine Miller,Sale,2024-05-08,2162.58
CMCSA,Carol Devine Miller,Sale,2024-05-08,-588.99
ADBE,Tommy Tuberville,Purchase,2024-05-08,-2065.97
GOLD,Tommy Tuberville,Purchase,2024-05-08,1285.89
MCK,Carol Devine Miller,Sale,2024-05-08,2162.58
INTC,Tommy Tuberville,Purchase,2024-05-07,-2092.57
FITB,Tommy Tuberville,Purchase,2024-05-07,381.28
CLF,Tommy Tuberville,Purchase,2024-05-07,-4558.06
CLF,Tommy Tuberville,Purchase,2024-05-07,-4558.06
CVX,Tommy Tuberville,Purchase,2024-05-07,127.87
UBER,Josh Gottheimer,Sale,2024-05-07,768.14
GOLD,Tommy Tuberville,Purchase,2024-05-07,1272.4
FITB,Tommy Tuberville,Sale (Full),2024-05-07,381.28
WMS,Tommy Tuberville,Sale (Full),2024-05-07,-3563.31
GOLD,Tommy Tuberville,Sale (Full),2024-05-07,1272.4
CCJ,Tommy Tuberville,Purchase,2024-05-07,-1395.17
NGL,Mark Dr Green,Sale,2024-05-07,-2034.19
LSCC,Tommy Tuberville,Sale (Full),2024-05-07,-1550.14
ARKK,Tommy Tuberville,Purchase,2024-05-07,1306.26
AON,Thomas H. Kean Jr.,Purchase,2024-05-06,3673.94
SSMXY,Josh Gottheimer,Purchase,2024-05-06,921.05
ALG,Josh Gottheimer,Sale,2024-05-06,-501.42
LOPE,Josh Gottheimer,Purchase,2024-05-06,2205.91
UL,John James,Sale,2024-05-06,1246.4
TXRH,Josh Gottheimer,Sale,2024-05-06,127.58
AXTA,John James,Sale,2024-05-06,-470.69
DECK,Tommy Tuberville,Sale (Full),2024-05-03,-1604.82
GRMN,Tommy Tuberville,Sale (Full),2024-05-03,2664.34
PAYX,Tommy Tuberville,Sale (Full),2024-05-03,1908.41
MSI,Tommy Tuberville,Sale (Full),2024-05-03,1951.09
FDS,Tommy Tuberville,Sale (Full),2024-05-03,107.65
SNPS,Tommy Tuberville,Sale (Full),2024-05-03,-1645.25
RMD,Tommy Tuberville,Sale (Full),2024-05-03,125.36
GOOG,Josh Gottheimer,Purchase,2024-05-03,-162.14
XOM,Kevin Hern,Exchange,2024-05-03,-43.1
GLPI,Tommy Tuberville,Sale (Full),2024-05-03,1620.37
GGG,Tommy Tuberville,Sale (Full),2024-05-03,6.09
CPRT,Tommy Tuberville,Sale (Full),2024-05-03,-284.42
BRO,Tommy Tuberville,Sale (Full),2024-05-03,4194.01
INFY,Tommy Tuberville,Sale (Full),2024-05-03,821.03
ELS,Tommy Tuberville,Sale (Full),2024-05-03,811.62
ODFL,Tommy Tuberville,Sale (Full),2024-05-03,-1072.08
MA,Tommy Tuberville,Sale (Full),2024-05-03,2076.51
CDNS,Tommy Tuberville,Sale (Full),2024-05-03,-682.1
RELX,Tommy Tuberville,Sale (Full),2024-05-03,1861.95
PYPL,Tommy Tuberville,Sale (Full),2024-05-03,683.41
MCO,Tommy Tuberville,Sale (Full),2024-05-03,2074.05
PXD,Kevin Hern,Exchange,2024-05-03,
DOW,Tommy Tuberville,Sale (Full),2024-05-03,-3658.84
VRSK,Tommy Tuberville,Sale (Full),2024-05-03,2015.34
KLAC,Tommy Tuberville,Sale (Full),2024-05-03,142.12
NXPI,Tommy Tuberville,Sale (Full),2024-05-03,-2218.73
UI,Tommy Tuberville,Sale (Full),2024-05-03,18471.22
PFE,Tommy Tuberville,Sale (Full),2024-05-03,-550.16
TEL,Tommy Tuberville,Sale (Full),2024-05-03,293.66
VRTX,Tommy Tuberville,Sale (Full),2024-05-03,2546.13
ITW,Tommy Tuberville,Sale (Full),2024-05-03,304.2
CTAS,Tommy Tuberville,Sale (Full),2024-05-03,1344.73
V,Tommy Tuberville,Sale (Full),2024-05-03,2501.77
LULU,Tommy Tuberville,Sale (Full),2024-05-03,-915.95
SOLV,Tommy Tuberville,Purchase,2024-05-03,1441.61
HSY,Tommy Tuberville,Sale (Full),2024-05-03,-1553.15
NFLX,Tommy Tuberville,Sale (Full),2024-05-03,6575.59
ASML,Tommy Tuberville,Sale (Full),2024-05-03,-2056.39
A,Tommy Tuberville,Sale (Full),2024-05-03,-1340.98
QLYS,Tommy Tuberville,Sale (Full),2024-05-03,-2264.92
PEP,Tommy Tuberville,Sale (Full),2024-05-03,-1742.83
TER,Tommy Tuberville,Sale (Full),2024-05-03,-2734.14
HUMA,Tommy Tuberville,Sale (Partial),2024-05-03,-2471.66
HUMA,Tommy Tuberville,Sale (Full),2024-05-03,-2471.66
WAT,Tommy Tuberville,Sale (Full),2024-05-03,1376.19
JKHY,Tommy Tuberville,Sale (Full),2024-05-03,540.26
CBSH,Tommy Tuberville,Sale (Full),2024-05-03,1453.86
PG,Tommy Tuberville,Sale (Full),2024-05-03,135.6
NDSN,Tommy Tuberville,Sale (Full),2024-05-03,-2324.84
MPWR,Tommy Tuberville,Sale (Full),2024-05-03,-1643.62
CAH,John James,Purchase,2024-05-02,2807.34
PH,Greg Landsman,Purchase,2024-05-02,1722.7
CCI,John James,Purchase,2024-05-02,1031.73
PGR,John James,Sale,2024-05-02,3053.63
SSMXY,Josh Gottheimer,Purchase,2024-05-02,1157.22
ET,Virginia Foxx,Purchase,2024-05-02,1787.07
CRWD,Greg Landsman,Sale,2024-05-02,1933.85
TSLA,Josh Gottheimer,Purchase,2024-05-01,3817.99
T$A,Virginia Foxx,Purchase,2024-05-01,
NFE,Maria Elvira Salazar,Sale,2024-05-01,-5673.9
DTM,Maria Elvira Salazar,Purchase,2024-05-01,5735.84
LOW,Josh Gottheimer,Sale,2024-05-01,-19.78
MELI,Josh Gottheimer,Sale,2024-05-01,4385.55
ET,Virginia Foxx,Purchase,2024-05-01,2015.5
GOGL,Tommy Tuberville,Sale (Full),2024-04-30,-4549.33
OXY,Tommy Tuberville,Sale (Full),2024-04-30,-2751.74
WBA,Tommy Tuberville,Sale (Full),2024-04-30,-3739.42
TCEHY,Josh Gottheimer,Purchase,2024-04-30,5021.71
HUMA,Tommy Tuberville,Sale (Partial),2024-04-30,-1530.61
JPM,Kevin Hern,Purchase,2024-04-30,2601.96
CVX,Tommy Tuberville,Sale (Full),2024-04-30,215.79
PYPL,Tommy Tuberville,Purchase,2024-04-30,334.22
NVDA,Tommy Tuberville,Sale (Full),2024-04-30,3622.37
KEY,Tommy Tuberville,Sale (Full),2024-04-30,1145.62
ET,Virginia Foxx,Purchase,2024-04-30,1824.54
XOM,Tommy Tuberville,Sale (Full),2024-04-30,-234.21
SBLK,Tommy Tuberville,Sale (Full),2024-04-30,-3182.57
SSBK,Tommy Tuberville,Sale (Full),2024-04-30,3471.25
QCOM,Tommy Tuberville,Purchase,2024-04-29,-731.68
WDAY,Josh Gottheimer,Sale,2024-04-29,28.94
LSCC,Tommy Tuberville,Purchase,2024-04-29,-2106.43
LSCC,Tommy Tuberville,Purchase,2024-04-29,-2106.43
LSCC,Tommy Tuberville,Purchase,2024-04-29,-2106.43
CCL,Tommy Tuberville,Purchase,2024-04-29,3840.05
SWKS,Tommy Tuberville,Purchase,2024-04-29,-3765.07
SHOP,Josh Gottheimer,Sale,2024-04-29,4377.76
ADBE,Josh Gottheimer,Sale,2024-04-29,-1813.9
GOOG,Josh Gottheimer,Purchase,2024-04-29,-98.27
LSCC,Tommy Tuberville,Purchase,2024-04-29,-2106.43
CTSH,Josh Gottheimer,Sale,2024-04-29,1486.55
VRT,Josh Gottheimer,Purchase,2024-04-29,-650.84
FICO,Josh Gottheimer,Purchase,2024-04-29,6213.41
PAC,Tommy Tuberville,Sale (Full),2024-04-29,70.86
CVX,Tommy Tuberville,Purchase,2024-04-29,-94.99
FCX,Josh Gottheimer,Purchase,2024-04-29,-2320.17
QCOM,Tommy Tuberville,Purchase,2024-04-29,-731.68
MMM,Tommy Tuberville,Sale (Full),2024-04-29,6315.1
CLX,Tommy Tuberville,Purchase,2024-04-29,-273.97
TSLA,Josh Gottheimer,Purchase,2024-04-29,2816.8
GOOG,Josh Gottheimer,Purchase,2024-04-26,-428.35
CWEN,Maria Elvira Salazar,Purchase,2024-04-26,2921.35
TEX,Josh Gottheimer,Sale,2024-04-25,-3474.12
NGL,Mark Dr Green,Sale,2024-04-25,-2088.29
TJX,John James,Purchase,2024-04-25,2043.14
HLMN,Josh Gottheimer,Purchase,2024-04-25,-723.14
GS,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,3359.02
TSLA,Josh Gottheimer,Purchase,2024-04-24,5340.16
BRK.B,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,2856.51
MSFT,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,-435.14
JPM,Jonathan Jackson,Purchase,2024-04-24,2514.5
HSY,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,-1114.06
TSCO,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,161.55
UBER,Josh Gottheimer,Sale,2024-04-24,934.26
QCOM,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,-416.18
HD,Marjorie Taylor Mrs Greene,Purchase,2024-04-24,544.73
HXL,Jonathan Jackson,Sale,2024-04-24,-1182.8
91282CFK2,Richard W. Allen,Purchase,2024-04-23,
MSFT,Shelley Moore Capito,Sale (Partial),2024-04-23,-400.18
JPM,Shelley Moore Capito,Sale (Partial),2024-04-23,2575.73
AAPL,Shelley Moore Capito,Sale (Partial),2024-04-23,3077.89
FMAO,Robert E. Latta,Purchase,2024-04-20,1503.8
NKE,Thomas H. Kean Jr.,Sale,2024-04-19,-2812.86
ILMN,Thomas H. Kean Jr.,Purchase,2024-04-19,-2535.13
KMB,Tommy Tuberville,Purchase,2024-04-18,1039.73
NTES,Tommy Tuberville,Sale (Full),2024-04-18,491.89
ZTO,Josh Gottheimer,Purchase,2024-04-17,383.22
MSFT,Deborah Ross,Sale,2024-04-17,-499.71
JMBS,John Boozman,Purchase,2024-04-16,367.39
ZTO,Josh Gottheimer,Purchase,2024-04-16,356.4
HTGC,Virginia Foxx,Purchase,2024-04-16,694.83
CMBS,John Boozman,Sale (Partial),2024-04-16,438.94
BNTX,Josh Gottheimer,Purchase,2024-04-15,852.2
INTA,Josh Gottheimer,Purchase,2024-04-15,9610.68
ADC,Josh Gottheimer,Purchase,2024-04-15,3551.8
OCFC,Josh Gottheimer,Purchase,2024-04-15,1599.73
FOXF,Josh Gottheimer,Purchase,2024-04-15,-4068.28
SHLS,Josh Gottheimer,Purchase,2024-04-15,-6204.13
DAVA,Josh Gottheimer,Purchase,2024-04-15,-2947.71
GS,Ted Cruz,Sale (Partial),2024-04-15,4097.49
CDNS,Greg Landsman,Sale,2024-04-12,-1419.98
UNH,Mike Kelly,Sale,2024-04-12,1767.99
CVX,Mike Kelly,Sale,2024-04-12,364.24
META,Mike Kelly,Sale,2024-04-12,1647.78
VZ,Mike Kelly,Sale,2024-04-12,1075.03
AMZN,Greg Landsman,Purchase,2024-04-12,541.56
EW,Mike Kelly,Sale,2024-04-11,-2291.87
USB,Mike Kelly,Sale,2024-04-11,219.47
EFA,John Boozman,Sale (Partial),2024-04-11,655.97
SCZ,John Boozman,Purchase,2024-04-11,392.47
ENB,Thomas R. Carper,Purchase,2024-04-11,2697.54
VLO,Thomas R. Carper,Sale (Partial),2024-04-11,-2571.74
T,Mike Kelly,Sale,2024-04-11,6455.54
BAC$I,Dan Newhouse,Purchase,2024-04-10,
ABBV,Michael C. Burgess,Sale,2024-04-10,2424.42
PEP,Dan Newhouse,Purchase,2024-04-10,-1390.94
ET,Chip Roy,Sale,2024-04-10,1787.07
NFLX,Dan Newhouse,Sale,2024-04-10,5524.1
CRM,Dan Newhouse,Sale,2024-04-10,-634.14
INTU,Dan Newhouse,Sale,2024-04-10,-387.04
XOM,Chip Roy,Sale,2024-04-10,-548.28
HON,Dan Newhouse,Purchase,2024-04-10,739.59
NS,Chip Roy,Sale,2024-04-10,157.26
KMI,Chip Roy,Sale,2024-04-10,5287.36
ELV,Dan Newhouse,Purchase,2024-04-10,-1586.44
CSX,Dan Newhouse,Purchase,2024-04-10,-1649.25
RTX,Dan Newhouse,Purchase,2024-04-10,3059.39
ADI,Dan Newhouse,Purchase,2024-04-10,411.04
PG,Dan Newhouse,Sale,2024-04-10,600.99
DE,Dan Newhouse,Purchase,2024-04-10,1467.58
MRK,Michael C. Burgess,Sale,2024-04-10,-2654.04
NKE,Dan Newhouse,Purchase,2024-04-10,-2366.29
DHR,Dan Newhouse,Purchase,2024-04-10,-1403.59
IBM,Michael C. Burgess,Sale,2024-04-10,3108.47
FMC,Dan Newhouse,Purchase,2024-04-10,-3328.51
NI,Dan Newhouse,Purchase,2024-04-10,4369.96
HSY,Dan Newhouse,Purchase,2024-04-10,-1294.07
NSRGY,Josh Gottheimer,Purchase,2024-04-10,87.68
LLY,Dan Newhouse,Sale,2024-04-10,992.02
NVDA,Dan Newhouse,Sale,2024-04-10,3522.67
ITIP,Michael C. Burgess,Sale,2024-04-10,
DG,Dan Newhouse,Purchase,2024-04-10,-4589.67
ACN,Dan Newhouse,Purchase,2024-04-10,-588.16
FTNT,Dan Newhouse,Purchase,2024-04-10,4479.67
MPC,Dan Newhouse,Sale,2024-04-10,-2900.29
NOW,Dan Newhouse,Sale,2024-04-10,761.32
EL,Dan Newhouse,Purchase,2024-04-10,-5378.62
PGR,John James,Sale,2024-04-10,3235.99
MSFT,Dan Newhouse,Sale,2024-04-10,-756.04
BKNG,Dan Newhouse,Sale,2024-04-10,2875.33
CVX,Chip Roy,Sale,2024-04-10,127.87
VFC,Dan Newhouse,Purchase,2024-04-10,2125.93
AVGO,Dan Newhouse,Sale,2024-04-10,4493.67
T,Chip Roy,Sale,2024-04-10,6150.63
NVS,Sheldon Whitehouse,Sale (Partial),2024-04-09,1703.37
RTX,Sheldon Whitehouse,Sale (Full),2024-04-09,3028.54
DHR,Sheldon Whitehouse,Sale (Full),2024-04-09,-1538.83
ASC,Virginia Foxx,Purchase,2024-04-09,-3636.36
BRP,C. Scott Franklin,Sale,2024-04-09,1395.67
AAPL,Shelley Moore Capito,Sale (Partial),2024-04-09,2864.38
PM,John James,Sale,2024-04-09,6633.36
GWW,Shelley Moore Capito,Sale (Partial),2024-04-09,-343.55
AMP,Richard W. Allen,Purchase,2024-04-09,1467.68
UL,Sheldon Whitehouse,Sale (Full),2024-04-09,2117.77
MSFT,Shelley Moore Capito,Sale (Partial),2024-04-09,-821.53
SPGI,Shelley Moore Capito,Sale (Partial),2024-04-09,1445.52
IR,Sheldon Whitehouse,Sale (Full),2024-04-09,-1341.18
CIVI,Maria Elvira Salazar,Sale,2024-04-08,-5405.44
BRK.B,Eleanor Holmes Norton,Sale,2024-04-08,2546.82
CBSH,Tommy Tuberville,Purchase,2024-04-05,2146.21
SNPS,Tommy Tuberville,Purchase,2024-04-05,-2204.36
LULU,Tommy Tuberville,Purchase,2024-04-05,-959.73
TEL,Tommy Tuberville,Purchase,2024-04-05,105.08
MSI,Tommy Tuberville,Purchase,2024-04-05,1998.58
SWKS,Tommy Tuberville,Purchase,2024-04-05,-3624.38
IART,Josh Gottheimer,Sale,2024-04-05,-3385.29
FNA,Josh Gottheimer,Purchase,2024-04-05,2521.66
SWKS,Tommy Tuberville,Sale (Full),2024-04-05,-3624.38
NFLX,Tommy Tuberville,Purchase,2024-04-05,5094.63
PAC,Tommy Tuberville,Purchase,2024-04-05,838.86
ODFL,Tommy Tuberville,Purchase,2024-04-05,-2642.83
QLYS,Tommy Tuberville,Purchase,2024-04-05,-2240.05
FAST,Josh Gottheimer,Sale,2024-04-05,-247.94
JKHY,Tommy Tuberville,Purchase,2024-04-05,177.62
BRO,Tommy Tuberville,Purchase,2024-04-05,3918.97
NTES,Tommy Tuberville,Purchase,2024-04-05,25.83
DECK,Tommy Tuberville,Purchase,2024-04-05,-1963.08
A,Tommy Tuberville,Purchase,2024-04-05,-1621.57
LSCC,Tommy Tuberville,Purchase,2024-04-05,-1908.51
GILD,Tommy Tuberville,Purchase,2024-04-05,5389.48
ODFL,Tommy Tuberville,Purchase,2024-04-05,-2642.83
AMAT,Tommy Tuberville,Purchase,2024-04-04,-2520.77
CAT,Earl Blumenauer,Sale,2024-04-04,-919.71
FDX,Rick Larsen,Purchase,2024-04-04,-1639.87
KEYS,Tommy Tuberville,Sale (Full),2024-04-04,-18.73
BRK.B,Eleanor Holmes Norton,Sale,2024-04-04,2566.45
REGN,Tommy Tuberville,Sale (Full),2024-04-04,-2972.62
AMAT,Tommy Tuberville,Purchase,2024-04-04,-2520.77
SSD,Tommy Tuberville,Sale (Full),2024-04-04,-1905.33
MGA,Earl Blumenauer,Sale,2024-04-04,-3036.33
QSR,Tommy Tuberville,Sale (Full),2024-04-04,-1015.15
UPS,Rick Larsen,Sale,2024-04-04,-2326.67
SO,Earl Blumenauer,Purchase,2024-04-04,2756.6
PAYC,Tommy Tuberville,Sale (Full),2024-04-04,1039.19
V,Earl Blumenauer,Purchase,2024-04-04,2250.36
TEL,Earl Blumenauer,Sale,2024-04-04,116.97
RTX,Earl Blumenauer,Purchase,2024-04-04,3328.97
CHGCY,Josh Gottheimer,Sale,2024-04-04,2683.2
AMAT,Tommy Tuberville,Purchase,2024-04-04,-2520.77
KR,Earl Blumenauer,Sale,2024-04-04,1385.79
BX,Earl Blumenauer,Sale,2024-04-04,1768.11
PHM,Tommy Tuberville,Sale (Full),2024-04-04,-976.81
DGX,Earl Blumenauer,Sale,2024-04-04,2707.98
NKE,Earl Blumenauer,Purchase,2024-04-04,-2372.29
WU,Tommy Tuberville,Sale (Full),2024-04-04,-2083.33
PODD,Tina Smith,Sale (Partial),2024-04-04,6436.14
ROK,Tommy Tuberville,Sale (Full),2024-04-04,-634.75
MCK,Earl Blumenauer,Sale,2024-04-04,2363.17
ERJ,Earl Blumenauer,Sale,2024-04-04,10522.42
NEE,Tina Smith,Sale (Partial),2024-04-04,1121.92
NDAQ,Tommy Tuberville,Sale (Full),2024-04-04,2373.08
ZTS,Markwayne Mullin,Sale (Partial),2024-04-03,3.68
IEX,Tommy Tuberville,Sale (Full),2024-04-03,-2397.93
EXR,Tommy Tuberville,Sale (Full),2024-04-03,-86.86
BMY,Tommy Tuberville,Sale (Full),2024-04-03,1703.72
GILD,Tommy Tuberville,Sale (Full),2024-04-03,5105.09
FTNT,Tommy Tuberville,Sale (Full),2024-04-03,3832.02
MCHP,Tommy Tuberville,Sale (Full),2024-04-03,-4132.06
LSCC,Tommy Tuberville,Sale (Full),2024-04-03,-1922.51
ABBV,Tommy Tuberville,Purchase,2024-04-03,1842.89
ZTS,Markwayne Mullin,Sale (Partial),2024-04-03,3.68
MCHP,Tommy Tuberville,Purchase,2024-04-03,-4132.06
LLY,Tommy Tuberville,Sale (Full),2024-04-03,793.57
LSCC,Tommy Tuberville,Sale (Full),2024-04-03,-1922.51
CCJ,Tommy Tuberville,Sale (Full),2024-04-03,-1068.99
MCHP,Tommy Tuberville,Purchase,2024-04-03,-4132.06
AVGO,Tommy Tuberville,Sale (Full),2024-04-03,4059.46
BMY,Tommy Tuberville,Purchase,2024-04-03,1703.72
BRK.B,Shri Thanedar,Sale,2024-04-02,2458.46
GOOGL,Shri Thanedar,Sale,2024-04-02,610.12
AAPL,Shri Thanedar,Sale,2024-04-02,2927.62
GOOG,Shri Thanedar,Sale,2024-04-02,665.94
GOOGL,Shri Thanedar,Sale,2024-04-02,610.12
LULU,Jonathan Jackson,Sale,2024-04-02,-1466.43
AAPL,Shri Thanedar,Sale,2024-04-02,2927.62
BRK.B,Shri Thanedar,Sale,2024-04-02,2458.46
912797KJ5,Richard W. Allen,Purchase,2024-04-02,
GOOG,Shri Thanedar,Sale,2024-04-02,665.94
AMZN,Shri Thanedar,Sale,2024-04-02,858.93
COP,Jonathan Jackson,Purchase,2024-04-02,-2200.2
EFC$D,Virginia Foxx,Purchase,2024-04-02,
MSFT,Shri Thanedar,Sale,2024-04-02,-716.12
AMZN,Shri Thanedar,Sale,2024-04-02,858.93
MSFT,Shri Thanedar,Sale,2024-04-02,-716.12
NGL,Mark Dr Green,Sale,2024-04-01,-1965.52
KO,Lloyd Doggett,Purchase,2024-04-01,1316.74
LMT,Kevin Hern,Purchase,2024-03-29,-289.1
SNV,Greg Steube,Sale,2024-03-28,1842.24
CLF,Mike Kelly,Purchase,2024-03-28,-5857.52
DVN,Kevin Hern,Purchase,2024-03-28,-2795.93
D,Thomas R. Carper,Purchase,2024-03-28,1089.65
MOS,Thomas R. Carper,Sale (Full),2024-03-28,-1426.37
AMAT,John Boozman,Purchase,2024-03-28,-2623.77
DVN,Kevin Hern,Purchase,2024-03-28,-2795.93
LIN,Kevin Hern,Purchase,2024-03-28,-129.01
BRK.B,Kathy Castor,Sale,2024-03-28,2411.06
NTR,Thomas R. Carper,Purchase,2024-03-28,-336.95
HES,John Boozman,Sale (Full),2024-03-28,258.12
UPS,Ron Wyden,Sale (Full),2024-03-27,-2187.61
XNGSY,Josh Gottheimer,Purchase,2024-03-26,188.8
VZ,John James,Sale,2024-03-26,768.67
WMB,Kevin Hern,Purchase,2024-03-25,5598.01
PXD,Kevin Hern,Purchase,2024-03-22,551.4
AAPL,Josh Gottheimer,Sale,2024-03-22,2669.49
UL,Sheldon Whitehouse,Sale (Full),2024-03-22,1732.35
